Geography,County,State,Estimate
0500000US48099,Coryell,Texas,84232
0500000US48113,Dallas,Texas,2586050
0500000US48121,Denton,Texas,941647
0500000US48135,Ector,Texas,161091
0500000US48139,Ellis,Texas,202678
0500000US48141,El Paso,Texas,867947
0500000US48157,Fort Bend,Texas,858527
0500000US48167,Galveston,Texas,355062
0500000US48181,Grayson,Texas,139336
0500000US48183,Gregg,Texas,124201
0500000US48187,Guadalupe,Texas,177036
0500000US48201,Harris,Texas,4728030
0500000US48203,Harrison,Texas,69150
0500000US48209,Hays,Texas,255397
0500000US48213,Henderson,Texas,83667
0500000US48215,Hidalgo,Texas,880356
0500000US48231,Hunt,Texas,103394
0500000US48245,Jefferson,Texas,253704
0500000US48251,Johnson,Texas,187280
0500000US48257,Kaufman,Texas,157768
0500000US48291,Liberty,Texas,97621
0500000US48303,Lubbock,Texas,314451
0500000US48309,McLennan,Texas,263115
0500000US48329,Midland,Texas,167969
0500000US48339,Montgomery,Texas,648886
0500000US48355,Nueces,Texas,353079
0500000US48361,Orange,Texas,84742
0500000US48367,Parker,Texas,156764
0500000US48375,Potter,Texas,116547
0500000US48381,Randall,Texas,143854
0500000US48397,Rockwall,Texas,116381
0500000US48409,San Patricio,Texas,69699
0500000US48423,Smith,Texas,237186
0500000US48427,Starr,Texas,66049
0500000US48439,Tarrant,Texas,2126477
0500000US48441,Taylor,Texas,143326
0500000US48451,Tom Green,Texas,119411
0500000US48453,Travis,Texas,1305154
0500000US48469,Victoria,Texas,90964
0500000US48471,Walker,Texas,77977
0500000US48479,Webb,Texas,267945
0500000US48485,Wichita,Texas,130069
0500000US48491,Williamson,Texas,643026
0500000US48497,Wise,Texas,71714
0500000US49005,Cache,Utah,137417
0500000US49011,Davis,Utah,367285
0500000US49035,Salt Lake,Utah,1186421
0500000US49045,Tooele,Utah,76640
0500000US49049,Utah,Utah,684986
0500000US49053,Washington,Utah,191226
0500000US49057,Weber,Utah,267066
0500000US50007,Chittenden,Vermont,168865
0500000US51003,Albemarle,Virginia,113535
0500000US51013,Arlington,Virginia,232965
0500000US51015,Augusta,Virginia,77563
0500000US51019,Bedford,Virginia,80131
0500000US51041,Chesterfield,Virginia,370688
0500000US51059,Fairfax,Virginia,1139720
0500000US51061,Fauquier,Virginia,73815
0500000US51069,Frederick,Virginia,93717
0500000US51085,Hanover,Virginia,111603
0500000US51087,Henrico,Virginia,333554
0500000US51095,James City,Virginia,79882
0500000US51107,Loudoun,Virginia,427592
0500000US51121,Montgomery,Virginia,98473
0500000US51153,Prince William,Virginia,484472
0500000US51161,Roanoke,Virginia,96589
0500000US51165,Rockingham,Virginia,84394
0500000US51177,Spotsylvania,Virginia,143676
0500000US51179,Stafford,Virginia,160877
0500000US51199,York,Virginia,70915
0500000US51510,Alexandria city,Virginia,154706
0500000US51550,Chesapeake city,Virginia,251269
0500000US51650,Hampton city,Virginia,137746
0500000US51680,Lynchburg city,Virginia,79009
0500000US51700,Newport News city,Virginia,184587
0500000US51710,Norfolk city,Virginia,235089
0500000US51740,Portsmouth city,Virginia,97840
0500000US51760,Richmond city,Virginia,226604
0500000US51770,Roanoke city,Virginia,98865
0500000US51800,Suffolk city,Virginia,96194
0500000US51810,Virginia Beach city,Virginia,457672
0500000US53005,Benton,Washington,210025
0500000US53007,Chelan,Washington,79646
0500000US53009,Clallam,Washington,78209
0500000US53011,Clark,Washington,511404
0500000US53015,Cowlitz,Washington,111524
0500000US53021,Franklin,Washington,98268
0500000US53025,Grant,Washington,100297
0500000US53027,Grays Harbor,Washington,76841
0500000US53029,Island,Washington,87432
0500000US53033,King,Washington,2252305
0500000US53035,Kitsap,Washington,274314
0500000US53041,Lewis,Washington,84398
0500000US53045,Mason,Washington,67615
0500000US53053,Pierce,Washington,925708
0500000US53057,Skagit,Washington,130696
0500000US53061,Snohomish,Washington,833540
0500000US53063,Spokane,Washington,546040
0500000US53067,Thurston,Washington,297977
0500000US53073,Whatcom,Washington,228831
0500000US53077,Yakima,Washington,256035
0500000US54003,Berkeley,West Virginia,126069
0500000US54011,Cabell,West Virginia,93418
0500000US54033,Harrison,West Virginia,65158
0500000US54039,Kanawha,West Virginia,177952
0500000US54061,Monongalia,West Virginia,106387
0500000US54081,Raleigh,West Virginia,73771
0500000US54107,Wood,West Virginia,83624
0500000US55009,Brown,Wisconsin,269591
0500000US55017,Chippewa,Wisconsin,66865
0500000US55025,Dane,Wisconsin,563951
0500000US55027,Dodge,Wisconsin,89313
0500000US55035,Eau Claire,Wisconsin,106452
0500000US55039,Fond du Lac,Wisconsin,104362
0500000US55055,Jefferson,Wisconsin,84943
0500000US55059,Kenosha,Wisconsin,168732
0500000US55063,La Crosse,Wisconsin,120433
0500000US55071,Manitowoc,Wisconsin,81505
0500000US55073,Marathon,Wisconsin,137648
0500000US55079,Milwaukee,Wisconsin,928059
0500000US55087,Outagamie,Wisconsin,191545
0500000US55089,Ozaukee,Wisconsin,92497
0500000US55097,Portage,Wisconsin,70468
0500000US55101,Racine,Wisconsin,196896
0500000US55105,Rock,Wisconsin,164381
0500000US55109,St. Croix,Wisconsin,95044
0500000US55111,Sauk,Wisconsin,65697
0500000US55117,Sheboygan,Wisconsin,117747
0500000US55127,Walworth,Wisconsin,106799
0500000US55131,Washington,Wisconsin,137175
0500000US55133,Waukesha,Wisconsin,408756
0500000US55139,Winnebago,Wisconsin,171623
0500000US55141,Wood,Wisconsin,74070
0500000US56021,Laramie,Wyoming,100863
0500000US56025,Natrona,Wyoming,79555
