GEO_ID,County,State,S1901_C01_001E,S1901_C01_001EA,S1901_C01_001M,S1901_C01_001MA,S1901_C01_002E,S1901_C01_002EA,S1901_C01_002M,S1901_C01_002MA,S1901_C01_003E,S1901_C01_003M,S1901_C01_003MA,S1901_C01_003EA,S1901_C01_004E,S1901_C01_004M,S1901_C01_004MA,S1901_C01_004EA,S1901_C01_005E,S1901_C01_005M,S1901_C01_005MA,S1901_C01_005EA,S1901_C01_006E,S1901_C01_006M,S1901_C01_006MA,S1901_C01_006EA,S1901_C01_007E,S1901_C01_007M,S1901_C01_007MA,S1901_C01_007EA,S1901_C01_008E,S1901_C01_008M,S1901_C01_008MA,S1901_C01_008EA,S1901_C01_009E,S1901_C01_009EA,S1901_C01_009M,S1901_C01_009MA,S1901_C01_010E,S1901_C01_010EA,S1901_C01_010M,S1901_C01_010MA,S1901_C01_011E,S1901_C01_011M,S1901_C01_011MA,S1901_C01_011EA,S1901_C01_012E,S1901_C01_012M,S1901_C01_012MA,S1901_C01_012EA,S1901_C01_013E,S1901_C01_013EA,S1901_C01_013M,S1901_C01_013MA,S1901_C01_014E,S1901_C01_014EA,S1901_C01_014M,S1901_C01_014MA,S1901_C01_015E,S1901_C01_015EA,S1901_C01_015M,S1901_C01_015MA,S1901_C01_016E,S1901_C01_016EA,S1901_C01_016M,S1901_C01_016MA,S1901_C02_001E,S1901_C02_001M,S1901_C02_001MA,S1901_C02_001EA,S1901_C02_002E,S1901_C02_002EA,S1901_C02_002M,S1901_C02_002MA,S1901_C02_003E,S1901_C02_003M,S1901_C02_003MA,S1901_C02_003EA,S1901_C02_004E,S1901_C02_004EA,S1901_C02_004M,S1901_C02_004MA,S1901_C02_005E,S1901_C02_005M,S1901_C02_005MA,S1901_C02_005EA,S1901_C02_006E,S1901_C02_006EA,S1901_C02_006M,S1901_C02_006MA,S1901_C02_007E,S1901_C02_007M,S1901_C02_007MA,S1901_C02_007EA,S1901_C02_008E,S1901_C02_008M,S1901_C02_008MA,S1901_C02_008EA,S1901_C02_009E,S1901_C02_009M,S1901_C02_009MA,S1901_C02_009EA,S1901_C02_010E,S1901_C02_010EA,S1901_C02_010M,S1901_C02_010MA,S1901_C02_011E,S1901_C02_011M,S1901_C02_011MA,S1901_C02_011EA,S1901_C02_012E,S1901_C02_012EA,S1901_C02_012M,S1901_C02_012MA,S1901_C02_013E,S1901_C02_013EA,S1901_C02_013M,S1901_C02_013MA,S1901_C02_014E,S1901_C02_014M,S1901_C02_014MA,S1901_C02_014EA,S1901_C02_015E,S1901_C02_015M,S1901_C02_015MA,S1901_C02_015EA,S1901_C02_016E,S1901_C02_016EA,S1901_C02_016M,S1901_C02_016MA,S1901_C03_001E,S1901_C03_001M,S1901_C03_001MA,S1901_C03_001EA,S1901_C03_002E,S1901_C03_002EA,S1901_C03_002M,S1901_C03_002MA,S1901_C03_003E,S1901_C03_003EA,S1901_C03_003M,S1901_C03_003MA,S1901_C03_004E,S1901_C03_004M,S1901_C03_004MA,S1901_C03_004EA,S1901_C03_005E,S1901_C03_005M,S1901_C03_005MA,S1901_C03_005EA,S1901_C03_006E,S1901_C03_006M,S1901_C03_006MA,S1901_C03_006EA,S1901_C03_007E,S1901_C03_007EA,S1901_C03_007M,S1901_C03_007MA,S1901_C03_008E,S1901_C03_008M,S1901_C03_008MA,S1901_C03_008EA,S1901_C03_009E,S1901_C03_009EA,S1901_C03_009M,S1901_C03_009MA,S1901_C03_010E,S1901_C03_010M,S1901_C03_010MA,S1901_C03_010EA,S1901_C03_011E,S1901_C03_011EA,S1901_C03_011M,S1901_C03_011MA,S1901_C03_012E,S1901_C03_012M,S1901_C03_012MA,S1901_C03_012EA,S1901_C03_013E,S1901_C03_013EA,S1901_C03_013M,S1901_C03_013MA,S1901_C03_014E,S1901_C03_014EA,S1901_C03_014M,S1901_C03_014MA,S1901_C03_015E,S1901_C03_015EA,S1901_C03_015M,S1901_C03_015MA,S1901_C03_016E,S1901_C03_016M,S1901_C03_016MA,S1901_C03_016EA,S1901_C04_001E,S1901_C04_001EA,S1901_C04_001M,S1901_C04_001MA,S1901_C04_002E,S1901_C04_002M,S1901_C04_002MA,S1901_C04_002EA,S1901_C04_003E,S1901_C04_003EA,S1901_C04_003M,S1901_C04_003MA,S1901_C04_004E,S1901_C04_004EA,S1901_C04_004M,S1901_C04_004MA,S1901_C04_005E,S1901_C04_005M,S1901_C04_005MA,S1901_C04_005EA,S1901_C04_006E,S1901_C04_006M,S1901_C04_006MA,S1901_C04_006EA,S1901_C04_007E,S1901_C04_007M,S1901_C04_007MA,S1901_C04_007EA,S1901_C04_008E,S1901_C04_008EA,S1901_C04_008M,S1901_C04_008MA,S1901_C04_009E,S1901_C04_009M,S1901_C04_009MA,S1901_C04_009EA,S1901_C04_010E,S1901_C04_010EA,S1901_C04_010M,S1901_C04_010MA,S1901_C04_011E,S1901_C04_011EA,S1901_C04_011M,S1901_C04_011MA,S1901_C04_012E,S1901_C04_012EA,S1901_C04_012M,S1901_C04_012MA,S1901_C04_013E,S1901_C04_013M,S1901_C04_013MA,S1901_C04_013EA,S1901_C04_014E,S1901_C04_014M,S1901_C04_014MA,S1901_C04_014EA,S1901_C04_015E,S1901_C04_015M,S1901_C04_015MA,S1901_C04_015EA,S1901_C04_016E,S1901_C04_016M,S1901_C04_016MA,S1901_C04_016EA
0500000US20173,Sedgwick, Kansas,199517,null,3251,null,5.7,null,0.8,null,4.5,0.7,null,null,8.6,1.2,null,null,9,1,null,null,13.6,1.4,null,null,19.9,1.3,null,null,12.2,1.1,null,null,16.2,null,1.4,null,5.5,null,0.9,null,4.7,0.7,null,null,59716,2136,null,null,78411,null,2485,null,30.7,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),125972,3973,null,null,2.8,null,0.8,null,1.7,0.7,null,null,5.6,null,1.1,null,6.5,1.1,null,null,11.9,null,1.5,null,19.6,1.8,null,null,14.9,1.5,null,null,22.2,2,null,null,7.7,null,1.2,null,7.1,1.1,null,null,78281,null,3855,null,96600,null,3479,null,(X),(X),(X),(X),31.9,(X),(X),null,(X),(X),(X),(X),92851,3790,null,null,0.7,null,0.3,null,0.4,null,0.3,null,2.7,0.9,null,null,4.6,1.1,null,null,9.8,1.6,null,null,19.3,null,1.9,null,17.1,1.9,null,null,26.8,null,2.3,null,9.3,1.5,null,null,9.2,null,1.5,null,91059,2537,null,null,111339,null,4495,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),73545,null,3589,null,11.8,1.9,null,null,10.2,null,1.8,null,14.3,null,2.4,null,14.2,2,null,null,18.1,2.1,null,null,17.8,2.3,null,null,7,null,1.2,null,4.7,1.4,null,null,1.3,null,0.6,null,0.6,null,0.4,null,34621,null,2281,null,44302,3126,null,null,(X),(X),(X),(X),(X),(X),(X),(X),27.4,(X),(X),null
0500000US20177,Shawnee, Kansas,73172,null,1641,null,5.3,null,1.7,null,2.6,0.8,null,null,8.1,1.7,null,null,10.3,1.9,null,null,15.7,2.1,null,null,20.6,2.6,null,null,13.3,2.4,null,null,14,null,1.9,null,5,null,1.2,null,5.2,1.4,null,null,59441,3069,null,null,78471,null,5085,null,33.1,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),45806,2451,null,null,3.6,null,1.9,null,0.9,0.9,null,null,4.5,null,1.2,null,6.5,2.1,null,null,12.2,null,2.2,null,20.7,3.4,null,null,18.4,3.4,null,null,18.4,2.8,null,null,7.2,null,1.9,null,7.5,2.1,null,null,76777,null,4107,null,96823,null,7914,null,(X),(X),(X),(X),32.5,(X),(X),null,(X),(X),(X),(X),35154,2268,null,null,0.4,null,0.6,null,0,null,0.4,null,2.6,1.3,null,null,5.3,2.3,null,null,8.8,2.4,null,null,21.1,null,4,null,20.4,4.2,null,null,22.7,null,3.5,null,8.9,2.3,null,null,9.8,null,2.8,null,89682,5812,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27366,null,2427,null,9.2,2.6,null,null,5.8,null,1.9,null,16.3,null,4,null,16.4,3.9,null,null,20.9,4.5,null,null,20.2,4.4,null,null,5.2,null,1.8,null,4.4,1.8,null,null,0.7,null,0.8,null,0.9,null,0.8,null,37223,null,3671,null,44082,3679,null,null,(X),(X),(X),(X),(X),(X),(X),(X),33.4,(X),(X),null
0500000US20209,Wyandotte, Kansas,61248,null,1463,null,8.8,null,2,null,6.1,1.5,null,null,10.8,2,null,null,12.3,2.1,null,null,15.5,1.9,null,null,18,2.6,null,null,12.7,2.2,null,null,10.7,null,1.9,null,3.3,null,1,null,1.8,0.7,null,null,46964,2826,null,null,58167,null,2571,null,35,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38597,2100,null,null,4.7,null,2.1,null,3.4,1.7,null,null,8.3,null,2.3,null,11.6,3.1,null,null,16.8,null,2.6,null,18.7,3.6,null,null,15.7,2.9,null,null,13.4,2.5,null,null,5.2,null,1.6,null,2.3,1.1,null,null,56042,null,4383,null,68108,null,3309,null,(X),(X),(X),(X),38.5,(X),(X),null,(X),(X),(X),(X),26379,1993,null,null,0.7,null,0.7,null,1.6,null,1.3,null,4,1.8,null,null,10.7,3.1,null,null,17.3,3.3,null,null,20.7,null,4.3,null,18.4,3.6,null,null,16.6,null,3.3,null,6.7,2.3,null,null,3.4,null,1.7,null,66725,5660,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22651,null,2239,null,16.6,4.1,null,null,11.3,null,3.4,null,15.5,null,3.6,null,13.7,4,null,null,14.8,3.3,null,null,14.5,3.6,null,null,7.8,null,2.8,null,4.8,2.1,null,null,0.2,null,0.3,null,0.8,null,0.6,null,30019,null,2965,null,38868,3751,null,null,(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X),(X),null
0500000US21015,Boone, Kentucky,48770,null,957,null,3.2,null,1.6,null,2.8,1.3,null,null,6.4,2.4,null,null,6.5,2.1,null,null,11,3,null,null,19.7,3.3,null,null,12.9,2.6,null,null,22.4,null,3.8,null,8.7,null,1.9,null,6.4,1.6,null,null,76443,7824,null,null,95188,null,6211,null,31.1,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34993,1817,null,null,2,null,1.8,null,2.2,1.6,null,null,3.4,null,1.7,null,5.1,2.4,null,null,10.9,null,3.3,null,16.6,3.4,null,null,13.4,3.2,null,null,27.7,4.8,null,null,10.5,null,2.5,null,8.2,2.1,null,null,93245,null,9730,null,105469,null,6670,null,(X),(X),(X),(X),30.1,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,106252,6131,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),13777,null,1738,null,7.1,3.9,null,null,7,null,3.9,null,16.2,null,6.9,null,7.7,3.9,null,null,16.3,5.8,null,null,27,6.5,null,null,7.4,null,3.1,null,5.5,4,null,null,4.1,null,3.5,null,1.6,null,1.5,null,42162,null,9534,null,61808,12902,null,null,(X),(X),(X),(X),(X),(X),(X),(X),28.9,(X),(X),null
0500000US21029,Bullitt, Kentucky,30553,null,893,null,3.6,null,2.7,null,2.2,1.3,null,null,8.1,2.6,null,null,8.1,2.7,null,null,9.9,2.5,null,null,24.3,4.4,null,null,17.7,3.4,null,null,16.4,null,3.3,null,5.4,null,1.9,null,4.3,1.6,null,null,65560,4706,null,null,80659,null,4669,null,31.6,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22493,1455,null,null,0.8,null,1.1,null,1.7,1.6,null,null,3.4,null,2.3,null,7.2,2.9,null,null,11.1,null,3.2,null,25.8,4.6,null,null,19.4,4,null,null,18.6,4.2,null,null,6.3,null,2.4,null,5.8,2.2,null,null,75052,null,9395,null,88142,null,6047,null,(X),(X),(X),(X),34.7,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,84686,5363,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),8060,null,1334,null,11.4,9,null,null,3.9,null,3,null,20.6,null,7,null,13.8,6.3,null,null,8.3,4,null,null,21.5,8.2,null,null,11.9,null,6.4,null,7.5,5,null,null,0.9,null,1.1,null,0.2,null,0.4,null,37642,null,16390,null,47661,7263,null,null,(X),(X),(X),(X),(X),(X),(X),(X),21.7,(X),(X),null
0500000US21037,Campbell, Kentucky,38110,null,1075,null,3.9,null,1.6,null,6.7,2.2,null,null,8,2,null,null,8.9,2.2,null,null,10.3,1.9,null,null,17.3,2.9,null,null,14.7,2.7,null,null,15.8,null,2.6,null,7.3,null,1.8,null,7.2,1.6,null,null,66439,6672,null,null,90484,null,6521,null,30,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21992,1470,null,null,1.7,null,1.1,null,4,2.5,null,null,4,null,1.9,null,5.1,2,null,null,7.4,null,2.1,null,18.2,4.7,null,null,16.2,3.6,null,null,21.2,4.1,null,null,11.3,null,2.8,null,10.9,2.6,null,null,91685,null,6539,null,113467,null,9373,null,(X),(X),(X),(X),30.8,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,101166,5470,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),16118,null,1408,null,7.8,3.5,null,null,10.8,null,4,null,12.5,null,3.8,null,13.7,4,null,null,15.3,3.7,null,null,18.5,4.6,null,null,10.1,null,3.6,null,8.7,3.1,null,null,0.4,null,0.6,null,2.1,null,1.7,null,38629,null,4676,null,56654,8379,null,null,(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X),(X),null
0500000US21047,Christian, Kentucky,26209,null,1244,null,12,null,3.8,null,5.8,2.5,null,null,10.1,3.6,null,null,9.6,3.5,null,null,14.4,3.8,null,null,20.1,4.2,null,null,13.6,4,null,null,8.2,null,2.9,null,3.1,null,1.7,null,3.1,2.1,null,null,47445,6263,null,null,60690,null,7678,null,34.2,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),16320,1419,null,null,13,null,5.5,null,2.2,2.5,null,null,10.4,null,4.8,null,8.5,4.1,null,null,13.2,null,4.2,null,23.4,5.2,null,null,12.8,4,null,null,8.9,3.4,null,null,4.3,null,2.6,null,3.3,2.1,null,null,52828,null,5821,null,66983,null,10614,null,(X),(X),(X),(X),37.8,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,61250,11169,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),9889,null,1387,null,11,6.3,null,null,13.8,null,6.3,null,12.1,null,4.8,null,8.8,5.2,null,null,14.1,7,null,null,14.1,6.7,null,null,15.1,null,8.5,null,7.1,6.3,null,null,1.2,null,1.3,null,2.7,null,4.2,null,37554,null,10272,null,48733,10475,null,null,(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X),(X),null
0500000US21059,Daviess, Kentucky,40800,null,1022,null,8,null,2.2,null,4.4,2,null,null,12.1,3.4,null,null,10.8,2.8,null,null,13.5,3.3,null,null,17.2,3,null,null,15.3,2.5,null,null,11.6,null,2.9,null,3.1,null,1.3,null,4,1.3,null,null,50964,4343,null,null,71078,null,7006,null,33.6,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27020,1669,null,null,6.4,null,2.6,null,2.3,1.7,null,null,9.6,null,3.9,null,8.1,3.1,null,null,11.2,null,3.4,null,18.5,4,null,null,19.6,3.3,null,null,15.5,4,null,null,3.5,null,1.6,null,5.4,1.8,null,null,66568,null,7085,null,83340,null,9960,null,(X),(X),(X),(X),35.5,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,76771,3923,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),13780,null,1578,null,15.2,5.6,null,null,8.7,null,4.6,null,18.4,null,5.8,null,14.8,5,null,null,14.6,5.3,null,null,14.9,4.3,null,null,8,null,3.5,null,1.8,1.6,null,null,2.6,null,2.3,null,1,null,1.2,null,30228,null,4916,null,41609,5633,null,null,(X),(X),(X),(X),(X),(X),(X),(X),23.9,(X),(X),null
0500000US21067,Fayette, Kentucky,131929,null,2303,null,6.6,null,1.3,null,3.7,1.2,null,null,10.1,1.3,null,null,8.9,1.4,null,null,12.5,1.5,null,null,18.9,1.8,null,null,12.3,1.4,null,null,14.2,null,1.4,null,6.4,null,1.2,null,6.4,0.9,null,null,58356,4010,null,null,84149,null,4074,null,25.7,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),73062,3239,null,null,3,null,1.3,null,2.4,1.2,null,null,6.5,null,1.6,null,7.3,2,null,null,9.4,null,2,null,17.2,2.5,null,null,14.8,2.2,null,null,19.9,2.2,null,null,9.8,null,2.1,null,9.8,1.5,null,null,82055,null,5911,null,107827,null,6974,null,(X),(X),(X),(X),25.9,(X),(X),null,(X),(X),(X),(X),52330,3066,null,null,2,null,1.2,null,0.5,null,0.4,null,2.9,1.1,null,null,5.2,2,null,null,8.8,2.4,null,null,15.3,null,2.5,null,15.1,2.5,null,null,24.6,null,2.8,null,12.2,2.6,null,null,13.5,null,2.1,null,100338,8028,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),58867,null,3100,null,11.5,2.4,null,null,5.3,null,2,null,15.7,null,2.4,null,11.5,2,null,null,16.3,2.5,null,null,20.8,2.8,null,null,9.1,null,1.9,null,6.1,1.5,null,null,1.7,null,0.9,null,1.9,null,0.8,null,40100,null,2344,null,52112,4219,null,null,(X),(X),(X),(X),(X),(X),(X),(X),24.2,(X),(X),null
0500000US21093,Hardin, Kentucky,42644,null,1324,null,5.4,null,2.1,null,2.1,1.3,null,null,9.8,2.4,null,null,8.8,2.1,null,null,17.6,3.5,null,null,21.3,3.3,null,null,11.5,2.5,null,null,16.8,null,3.1,null,3.2,null,1.4,null,3.6,1.5,null,null,57463,6259,null,null,72907,null,5803,null,29.4,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28039,1877,null,null,1.6,null,1.2,null,0.5,0.6,null,null,5.5,null,2.1,null,6.6,2.3,null,null,14.9,null,4.5,null,24.6,4,null,null,14.4,3.4,null,null,22.4,4.3,null,null,3.9,null,1.9,null,5.5,2.3,null,null,71610,null,4271,null,87990,null,7663,null,(X),(X),(X),(X),29.4,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,81849,8112,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),14605,null,1722,null,13.5,5.8,null,null,5,null,3.4,null,18.6,null,4.9,null,12.8,5.1,null,null,24.7,6.5,null,null,14.3,5.2,null,null,5,null,2.8,null,4.6,2.8,null,null,1.6,null,1.6,null,0,null,1.1,null,35057,null,3818,null,39866,4632,null,null,(X),(X),(X),(X),(X),(X),(X),(X),27,(X),(X),null
0500000US21111,Jefferson, Kentucky,316174,null,3159,null,6.4,null,0.8,null,4.1,0.6,null,null,9.3,1,null,null,9.7,0.9,null,null,13.3,1,null,null,19.1,1.2,null,null,13,1,null,null,13.6,null,1,null,5.8,null,0.5,null,5.7,0.5,null,null,59049,2142,null,null,81043,null,2507,null,32.1,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),184591,3864,null,null,3.9,null,0.8,null,2.1,0.7,null,null,6.1,null,1.1,null,7.3,1,null,null,11.9,null,1.5,null,18.6,1.6,null,null,15.1,1.5,null,null,18.1,1.4,null,null,8.4,null,0.8,null,8.6,0.8,null,null,75337,null,3609,null,100843,null,3854,null,(X),(X),(X),(X),33.7,(X),(X),null,(X),(X),(X),(X),129152,4832,null,null,1.8,null,0.8,null,0.5,null,0.3,null,2.1,0.7,null,null,4.6,1,null,null,10.6,1.5,null,null,18.1,null,1.6,null,17,1.9,null,null,22.7,null,1.8,null,11,1.1,null,null,11.7,null,1.1,null,92886,2773,null,null,121368,null,4769,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),131583,null,4205,null,10.3,1.5,null,null,7.3,null,1.2,null,14.4,null,2,null,13.6,1.7,null,null,16,1.8,null,null,19.6,1.9,null,null,8.9,null,1.4,null,6.7,1.2,null,null,1.7,null,0.5,null,1.5,null,0.5,null,38250,null,2628,null,50577,2326,null,null,(X),(X),(X),(X),(X),(X),(X),(X),29,(X),(X),null
0500000US21117,Kenton, Kentucky,65362,null,1218,null,4.6,null,1.3,null,4.2,1.3,null,null,7.2,1.9,null,null,7.3,1.5,null,null,14,2.4,null,null,16.1,2.1,null,null,13,2.3,null,null,20,null,2.9,null,7.9,null,1.8,null,5.6,1.5,null,null,68849,5525,null,null,89473,null,6209,null,29.2,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39590,2291,null,null,2.9,null,1.5,null,1.9,1,null,null,5.2,null,2.4,null,3.9,1.5,null,null,12.3,null,2.4,null,15.4,2.8,null,null,13.9,2.8,null,null,27.2,4.1,null,null,9.6,null,2.3,null,7.6,2.1,null,null,90817,null,5798,null,104451,null,6766,null,(X),(X),(X),(X),29.7,(X),(X),null,(X),(X),(X),(X),29194,2087,null,null,0.4,null,0.5,null,1.3,null,1,null,2.6,1.9,null,null,2.6,1.3,null,null,8.4,2.1,null,null,13.9,null,3,null,16.2,3.5,null,null,32.2,null,4.7,null,12.4,3,null,null,10,null,2.9,null,104138,5682,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25772,null,2409,null,7.7,2.5,null,null,7.7,null,2.8,null,10.3,null,2.7,null,12.7,3,null,null,18,4.4,null,null,17.4,3.9,null,null,10,null,3.2,null,8.9,2.9,null,null,5.1,null,3.1,null,2.1,null,1.2,null,45484,null,3032,null,64213,8355,null,null,(X),(X),(X),(X),(X),(X),(X),(X),28,(X),(X),null
0500000US21145,McCracken, Kentucky,28363,null,1234,null,6.8,null,2.6,null,6.4,2.5,null,null,13.2,3.2,null,null,14.8,4.1,null,null,13,3.5,null,null,18.9,4.2,null,null,9,2.7,null,null,11.9,null,3.3,null,2.6,null,1.2,null,3.5,1.9,null,null,45084,5521,null,null,69078,null,8601,null,40.2,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17412,1576,null,null,5,null,3.8,null,2.3,1.4,null,null,6.9,null,3.3,null,13.8,5,null,null,10.3,null,3.7,null,22.4,5.2,null,null,13.9,4.1,null,null,17.8,4.6,null,null,3,null,1.5,null,4.7,3,null,null,64567,null,10431,null,80818,null,10275,null,(X),(X),(X),(X),31.5,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,76324,5976,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),10951,null,1568,null,13.2,5.5,null,null,10.9,null,4.5,null,24.1,null,6.5,null,14.8,5.2,null,null,16.8,6.6,null,null,16.4,6.5,null,null,0.6,null,0.8,null,0,1.5,null,null,1.7,null,2,null,1.5,null,1.7,null,25990,null,4130,null,47774,17601,null,null,(X),(X),(X),(X),(X),(X),(X),(X),50.8,(X),(X),null
0500000US21151,Madison, Kentucky,34270,null,1339,null,8.7,null,2.7,null,5.7,2.2,null,null,13.8,3,null,null,10.7,2.9,null,null,11.9,3.4,null,null,17.3,3.3,null,null,12.1,2.6,null,null,11.5,null,2.2,null,4.7,null,1.8,null,3.5,1.4,null,null,49421,2914,null,null,68898,null,7422,null,33,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22219,1599,null,null,4.8,null,2.7,null,1.9,1.2,null,null,7,null,2.7,null,8.6,3.4,null,null,11.7,null,3.6,null,21.3,4.4,null,null,15.6,3.4,null,null,16.9,3,null,null,7.3,null,2.7,null,5.1,2.1,null,null,68429,null,6604,null,85149,null,7279,null,(X),(X),(X),(X),33.7,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,78279,4775,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),12051,null,1411,null,15.9,6.1,null,null,13.5,null,6.1,null,27.7,null,6.5,null,15.5,5.5,null,null,10.2,5.1,null,null,10.8,4.5,null,null,4.1,null,3.3,null,1.7,1.8,null,null,0,null,1.4,null,0.7,null,1.2,null,21410,null,2898,null,37770,14369,null,null,(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X),(X),null
0500000US21185,Oldham, Kentucky,20761,null,704,null,2.6,null,1.6,null,0.4,0.4,null,null,7.2,2.5,null,null,2.4,1.6,null,null,8.4,2.6,null,null,15.6,3.5,null,null,13.8,3.6,null,null,21.3,null,3.7,null,11.9,null,3.4,null,16.4,3.3,null,null,97968,9014,null,null,133900,null,10646,null,32.7,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17035,884,null,null,1.6,null,1.4,null,1,1.2,null,null,3.2,null,2.2,null,2.4,1.8,null,null,5.8,null,2,null,16.9,4.4,null,null,12.5,3.7,null,null,23.5,4.2,null,null,13.6,null,4,null,19.3,3.8,null,null,108185,null,9660,null,147886,null,12618,null,(X),(X),(X),(X),33.6,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,120682,10341,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),3726,null,786,null,7.4,6.7,null,null,0.8,null,1.4,null,22.2,null,9.7,null,6,5.9,null,null,22.4,9.8,null,null,18.4,8.8,null,null,9,null,5.3,null,9.8,5.7,null,null,1.2,null,2,null,2.8,null,4.2,null,42403,null,7926,null,59042,16890,null,null,(X),(X),(X),(X),(X),(X),(X),(X),26.7,(X),(X),null
