GEO_ID,County,State,S1901_C01_001E,S1901_C01_001EA,S1901_C01_001M,S1901_C01_001MA,S1901_C01_002E,S1901_C01_002EA,S1901_C01_002M,S1901_C01_002MA,S1901_C01_003E,S1901_C01_003M,S1901_C01_003MA,S1901_C01_003EA,S1901_C01_004E,S1901_C01_004M,S1901_C01_004MA,S1901_C01_004EA,S1901_C01_005E,S1901_C01_005M,S1901_C01_005MA,S1901_C01_005EA,S1901_C01_006E,S1901_C01_006M,S1901_C01_006MA,S1901_C01_006EA,S1901_C01_007E,S1901_C01_007M,S1901_C01_007MA,S1901_C01_007EA,S1901_C01_008E,S1901_C01_008M,S1901_C01_008MA,S1901_C01_008EA,S1901_C01_009E,S1901_C01_009EA,S1901_C01_009M,S1901_C01_009MA,S1901_C01_010E,S1901_C01_010EA,S1901_C01_010M,S1901_C01_010MA,S1901_C01_011E,S1901_C01_011M,S1901_C01_011MA,S1901_C01_011EA,S1901_C01_012E,S1901_C01_012M,S1901_C01_012MA,S1901_C01_012EA,S1901_C01_013E,S1901_C01_013EA,S1901_C01_013M,S1901_C01_013MA,S1901_C01_014E,S1901_C01_014EA,S1901_C01_014M,S1901_C01_014MA,S1901_C01_015E,S1901_C01_015EA,S1901_C01_015M,S1901_C01_015MA,S1901_C01_016E,S1901_C01_016EA,S1901_C01_016M,S1901_C01_016MA,S1901_C02_001E,S1901_C02_001M,S1901_C02_001MA,S1901_C02_001EA,S1901_C02_002E,S1901_C02_002EA,S1901_C02_002M,S1901_C02_002MA,S1901_C02_003E,S1901_C02_003M,S1901_C02_003MA,S1901_C02_003EA,S1901_C02_004E,S1901_C02_004EA,S1901_C02_004M,S1901_C02_004MA,S1901_C02_005E,S1901_C02_005M,S1901_C02_005MA,S1901_C02_005EA,S1901_C02_006E,S1901_C02_006EA,S1901_C02_006M,S1901_C02_006MA,S1901_C02_007E,S1901_C02_007M,S1901_C02_007MA,S1901_C02_007EA,S1901_C02_008E,S1901_C02_008M,S1901_C02_008MA,S1901_C02_008EA,S1901_C02_009E,S1901_C02_009M,S1901_C02_009MA,S1901_C02_009EA,S1901_C02_010E,S1901_C02_010EA,S1901_C02_010M,S1901_C02_010MA,S1901_C02_011E,S1901_C02_011M,S1901_C02_011MA,S1901_C02_011EA,S1901_C02_012E,S1901_C02_012EA,S1901_C02_012M,S1901_C02_012MA,S1901_C02_013E,S1901_C02_013EA,S1901_C02_013M,S1901_C02_013MA,S1901_C02_014E,S1901_C02_014M,S1901_C02_014MA,S1901_C02_014EA,S1901_C02_015E,S1901_C02_015M,S1901_C02_015MA,S1901_C02_015EA,S1901_C02_016E,S1901_C02_016EA,S1901_C02_016M,S1901_C02_016MA,S1901_C03_001E,S1901_C03_001M,S1901_C03_001MA,S1901_C03_001EA,S1901_C03_002E,S1901_C03_002EA,S1901_C03_002M,S1901_C03_002MA,S1901_C03_003E,S1901_C03_003EA,S1901_C03_003M,S1901_C03_003MA,S1901_C03_004E,S1901_C03_004M,S1901_C03_004MA,S1901_C03_004EA,S1901_C03_005E,S1901_C03_005M,S1901_C03_005MA,S1901_C03_005EA,S1901_C03_006E,S1901_C03_006M,S1901_C03_006MA,S1901_C03_006EA,S1901_C03_007E,S1901_C03_007EA,S1901_C03_007M,S1901_C03_007MA,S1901_C03_008E,S1901_C03_008M,S1901_C03_008MA,S1901_C03_008EA,S1901_C03_009E,S1901_C03_009EA,S1901_C03_009M,S1901_C03_009MA,S1901_C03_010E,S1901_C03_010M,S1901_C03_010MA,S1901_C03_010EA,S1901_C03_011E,S1901_C03_011EA,S1901_C03_011M,S1901_C03_011MA,S1901_C03_012E,S1901_C03_012M,S1901_C03_012MA,S1901_C03_012EA,S1901_C03_013E,S1901_C03_013EA,S1901_C03_013M,S1901_C03_013MA,S1901_C03_014E,S1901_C03_014EA,S1901_C03_014M,S1901_C03_014MA,S1901_C03_015E,S1901_C03_015EA,S1901_C03_015M,S1901_C03_015MA,S1901_C03_016E,S1901_C03_016M,S1901_C03_016MA,S1901_C03_016EA,S1901_C04_001E,S1901_C04_001EA,S1901_C04_001M,S1901_C04_001MA,S1901_C04_002E,S1901_C04_002M,S1901_C04_002MA,S1901_C04_002EA,S1901_C04_003E,S1901_C04_003EA,S1901_C04_003M,S1901_C04_003MA,S1901_C04_004E,S1901_C04_004EA,S1901_C04_004M,S1901_C04_004MA,S1901_C04_005E,S1901_C04_005M,S1901_C04_005MA,S1901_C04_005EA,S1901_C04_006E,S1901_C04_006M,S1901_C04_006MA,S1901_C04_006EA,S1901_C04_007E,S1901_C04_007M,S1901_C04_007MA,S1901_C04_007EA,S1901_C04_008E,S1901_C04_008EA,S1901_C04_008M,S1901_C04_008MA,S1901_C04_009E,S1901_C04_009M,S1901_C04_009MA,S1901_C04_009EA,S1901_C04_010E,S1901_C04_010EA,S1901_C04_010M,S1901_C04_010MA,S1901_C04_011E,S1901_C04_011EA,S1901_C04_011M,S1901_C04_011MA,S1901_C04_012E,S1901_C04_012EA,S1901_C04_012M,S1901_C04_012MA,S1901_C04_013E,S1901_C04_013M,S1901_C04_013MA,S1901_C04_013EA,S1901_C04_014E,S1901_C04_014M,S1901_C04_014MA,S1901_C04_014EA,S1901_C04_015E,S1901_C04_015M,S1901_C04_015MA,S1901_C04_015EA,S1901_C04_016E,S1901_C04_016M,S1901_C04_016MA,S1901_C04_016EA
0500000US37063,Durham, North Carolina,131140,null,2711,null,5.9,null,1.1,null,3.7,1.1,null,null,6.5,1.3,null,null,9.3,1.8,null,null,13.3,1.8,null,null,17.1,2,null,null,14.4,1.9,null,null,15,null,1.9,null,7.1,null,1.3,null,7.8,1.4,null,null,65317,3614,null,null,86730,null,4136,null,32.2,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),75291,4104,null,null,3.1,null,1.2,null,2.6,1.4,null,null,4.8,null,1.7,null,7.9,2.3,null,null,10.8,null,2.5,null,14.4,2.5,null,null,17,3.2,null,null,19,2.9,null,null,9,null,1.7,null,11.2,2.1,null,null,81056,null,4077,null,104113,null,5439,null,(X),(X),(X),(X),33.5,(X),(X),null,(X),(X),(X),(X),51215,3307,null,null,1.1,null,0.6,null,1,null,0.9,null,2,1.2,null,null,3.7,1.6,null,null,7.4,2.4,null,null,13.8,null,2.7,null,17,3.4,null,null,25.4,null,4,null,12.8,2.6,null,null,16,null,3,null,102351,4609,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),55849,null,3581,null,10.2,2.3,null,null,5.2,null,1.7,null,9,null,2.2,null,12.8,3.1,null,null,16.9,3.3,null,null,20.3,3.3,null,null,10.1,null,2.5,null,8.6,2.3,null,null,4,null,2,null,2.9,null,1.4,null,45286,null,4489,null,60105,4312,null,null,(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X),(X),null
0500000US37067,Forsyth, North Carolina,148151,null,2664,null,7.7,null,1.5,null,4.4,0.9,null,null,12,1.6,null,null,10.9,1.4,null,null,13.1,1.7,null,null,17.4,1.9,null,null,12.5,1.6,null,null,11.9,null,1.2,null,4.9,null,0.8,null,5.2,0.7,null,null,52017,2610,null,null,74136,null,3028,null,33.7,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),90837,3864,null,null,3.4,null,1.2,null,2.4,0.9,null,null,7.9,null,1.8,null,10.5,2.1,null,null,9.7,null,1.7,null,19.7,2.8,null,null,15.9,2.5,null,null,16.1,1.8,null,null,6.7,null,1.3,null,7.7,1.2,null,null,70148,null,3904,null,92182,null,4762,null,(X),(X),(X),(X),33.9,(X),(X),null,(X),(X),(X),(X),63658,2857,null,null,0.6,null,0.4,null,0.7,null,0.4,null,3.4,1.2,null,null,7.1,1.9,null,null,8.1,1.6,null,null,20.9,null,3,null,18.4,2.8,null,null,20.8,null,2.3,null,9.1,1.8,null,null,10.7,null,1.7,null,88444,3393,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),57314,null,3151,null,15.4,3.2,null,null,7.5,null,2,null,18.6,null,2.9,null,12.6,1.8,null,null,17.7,3.2,null,null,13.7,2.4,null,null,7.4,null,1.9,null,4.3,1.1,null,null,1.6,null,1,null,1.1,null,0.5,null,30873,null,3253,null,43132,2924,null,null,(X),(X),(X),(X),(X),(X),(X),(X),31.7,(X),(X),null
0500000US37069,Franklin, North Carolina,26720,null,1244,null,3.8,null,1.9,null,3.7,3,null,null,7.8,2.9,null,null,6.5,2.6,null,null,19.2,4.8,null,null,21.3,4.5,null,null,14.6,4.1,null,null,14.1,null,3.2,null,6.7,null,2.8,null,2.3,1.3,null,null,57099,8109,null,null,71093,null,5092,null,41,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20443,1721,null,null,0.3,null,0.5,null,2.7,3.3,null,null,6.4,null,3.2,null,7.4,3.5,null,null,23,null,6.7,null,16.6,5,null,null,16.8,5.2,null,null,17.5,4.6,null,null,6.7,null,2.8,null,2.5,1.5,null,null,63804,null,10913,null,76657,null,5882,null,(X),(X),(X),(X),38.2,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,82096,7894,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),6277,null,1401,null,15.3,7.3,null,null,7.9,null,5.7,null,12.3,null,6.2,null,9,5.5,null,null,19.3,8.5,null,null,24.4,12.5,null,null,5.8,null,4.8,null,4.4,5.3,null,null,0,null,3,null,1.5,null,1.9,null,36639,null,10422,null,43133,6760,null,null,(X),(X),(X),(X),(X),(X),(X),(X),41.9,(X),(X),null
0500000US37071,Gaston, North Carolina,85705,null,1578,null,5.2,null,1.1,null,5.6,1.1,null,null,10.5,1.4,null,null,9.7,1.6,null,null,13.9,1.9,null,null,18.7,2,null,null,12.7,1.8,null,null,15.2,null,2,null,4.9,null,1.3,null,3.6,0.8,null,null,56595,2954,null,null,73164,null,3057,null,39,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),55868,2476,null,null,2.5,null,1,null,1.6,0.9,null,null,6.4,null,1.8,null,9.1,2,null,null,14.4,null,2.1,null,19.9,2.3,null,null,13.8,2.4,null,null,20.4,2.7,null,null,6.8,null,2,null,5.1,1.1,null,null,70537,null,5530,null,88629,null,3910,null,(X),(X),(X),(X),38.9,(X),(X),null,(X),(X),(X),(X),39550,2282,null,null,0.9,null,0.6,null,0.9,null,0.8,null,3.5,1.7,null,null,6.7,1.6,null,null,12.3,2.4,null,null,18.2,null,2.8,null,15.4,2.7,null,null,25.7,null,3.4,null,9.5,2.8,null,null,6.9,null,1.6,null,85398,7040,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29837,null,2451,null,11.7,3,null,null,13.6,null,2.9,null,19,null,3.5,null,11.5,3.2,null,null,14.5,3.5,null,null,15.5,2.9,null,null,8.1,null,2.6,null,4.4,1.8,null,null,1,null,0.6,null,0.7,null,0.9,null,29959,null,3603,null,40215,2950,null,null,(X),(X),(X),(X),(X),(X),(X),(X),37.6,(X),(X),null
0500000US37081,Guilford, North Carolina,206950,null,3305,null,7.4,null,1.3,null,4.6,0.9,null,null,9.6,1.2,null,null,9.8,1.4,null,null,14.8,1.6,null,null,17,1.5,null,null,12.4,1.2,null,null,13.9,null,1.4,null,5.3,null,0.7,null,5.3,0.7,null,null,55328,2852,null,null,78134,null,3083,null,41.2,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),132323,3909,null,null,4.8,null,1.3,null,2.7,0.9,null,null,7.7,null,1.7,null,7.5,1.6,null,null,12.9,null,1.9,null,18.9,2.1,null,null,14.3,1.8,null,null,16.9,1.9,null,null,7,null,1.1,null,7.3,1,null,null,69273,null,4177,null,92308,null,4646,null,(X),(X),(X),(X),41.3,(X),(X),null,(X),(X),(X),(X),87266,3667,null,null,1.7,null,0.8,null,0.9,null,0.5,null,3.4,1.3,null,null,5.3,1.7,null,null,10,1.4,null,null,17.7,null,2.3,null,17.6,2.1,null,null,22.8,null,2.6,null,10,1.6,null,null,10.6,null,1.5,null,89607,3582,null,null,116067,null,6512,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),74627,null,3995,null,12.5,2.5,null,null,8.5,null,1.9,null,14.2,null,2,null,13.6,2.7,null,null,19.4,2.7,null,null,14.1,2.2,null,null,6.6,null,1.5,null,7.4,2.2,null,null,2.1,null,1.1,null,1.6,null,0.7,null,36464,null,3819,null,50070,3659,null,null,(X),(X),(X),(X),(X),(X),(X),(X),39.6,(X),(X),null
0500000US37085,Harnett, North Carolina,46416,null,1461,null,6.3,null,1.8,null,5.6,1.7,null,null,12.3,2.6,null,null,10.6,2.5,null,null,10.7,2.2,null,null,19.7,2.8,null,null,15.1,2.6,null,null,13.9,null,2.2,null,3.6,null,1.2,null,2.3,0.9,null,null,55753,5212,null,null,64066,null,3531,null,33.8,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31025,1732,null,null,3.4,null,1.5,null,2.5,1.6,null,null,8.1,null,2.8,null,9.7,2.9,null,null,10.6,null,2.4,null,23.1,3.4,null,null,17.6,3,null,null,18.1,3.2,null,null,4,null,1.2,null,2.9,1.3,null,null,66600,null,3514,null,73904,null,4019,null,(X),(X),(X),(X),35.9,(X),(X),null,(X),(X),(X),(X),23465,1733,null,null,1.4,null,0.9,null,0.9,null,0.8,null,5.3,2.8,null,null,6.9,2.4,null,null,10.1,2.6,null,null,24.6,null,4.2,null,19.5,3.1,null,null,22.8,null,4.3,null,4.8,1.5,null,null,3.8,null,1.7,null,77087,7378,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),15391,null,1357,null,12.5,4.3,null,null,11.6,null,4.1,null,21.4,null,5.6,null,14.1,4.9,null,null,11.2,3.7,null,null,11.6,3.8,null,null,10.7,null,4.6,null,3.4,2,null,null,2.7,null,2.7,null,0.8,null,1,null,26646,null,4734,null,41353,5431,null,null,(X),(X),(X),(X),(X),(X),(X),(X),28.5,(X),(X),null
0500000US37089,Henderson, North Carolina,51115,null,1508,null,2.8,null,1.1,null,4.9,2.2,null,null,10.6,2.8,null,null,9.5,2.6,null,null,12.7,3,null,null,20.6,3.4,null,null,15.5,2.5,null,null,13.7,null,2.6,null,4.8,null,1.4,null,4.8,1.5,null,null,62131,2936,null,null,77779,null,5319,null,32.4,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33992,2707,null,null,1.8,null,1.5,null,4.5,2.9,null,null,7,null,2.6,null,5.7,2.3,null,null,7.9,null,2.3,null,24.9,4.6,null,null,18.7,3.3,null,null,16,3.3,null,null,6.8,null,1.9,null,6.8,2.2,null,null,73823,null,2675,null,91630,null,7497,null,(X),(X),(X),(X),35.1,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,78351,3204,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17123,null,2207,null,6.9,2.9,null,null,5.9,null,2.8,null,18.7,null,5.9,null,16.8,6.4,null,null,22.5,7.1,null,null,14.9,4.9,null,null,4.2,null,1.7,null,8.3,3.4,null,null,0.9,null,1,null,0.9,null,0.8,null,36250,null,6584,null,45865,4635,null,null,(X),(X),(X),(X),(X),(X),(X),(X),26.5,(X),(X),null
0500000US37097,Iredell, North Carolina,68145,null,1701,null,3.1,null,1,null,3.4,1.1,null,null,8.4,1.7,null,null,9.6,1.9,null,null,10.9,1.7,null,null,19,2.4,null,null,15.1,2.2,null,null,15.8,null,2.5,null,6.6,null,1.2,null,8.2,1.4,null,null,68660,4069,null,null,90976,null,4195,null,35.2,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),49635,2179,null,null,2.6,null,1.2,null,1.4,1,null,null,4.8,null,1.5,null,6.5,1.7,null,null,9.5,null,1.7,null,20.3,2.7,null,null,15.7,2.5,null,null,20.7,3.2,null,null,7.8,null,1.7,null,10.7,1.8,null,null,81610,null,4225,null,104428,null,4606,null,(X),(X),(X),(X),35.8,(X),(X),null,(X),(X),(X),(X),39429,2048,null,null,0.9,null,0.6,null,0.4,null,0.4,null,2.7,1.2,null,null,4.4,1.5,null,null,8.4,2,null,null,20,null,2.7,null,17.9,3.1,null,null,22.7,null,3.8,null,9.2,2,null,null,13.4,null,2.2,null,92072,6315,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18510,null,1812,null,5.5,2.3,null,null,9.2,null,2.9,null,20.8,null,4.8,null,17.6,4.8,null,null,13.8,3.5,null,null,14.3,3.3,null,null,11.9,null,4.2,null,4.2,2.3,null,null,1.5,null,1,null,1.2,null,1.1,null,33287,null,3107,null,50863,8605,null,null,(X),(X),(X),(X),(X),(X),(X),(X),33.5,(X),(X),null
0500000US37101,Johnston, North Carolina,73567,null,1982,null,7.1,null,2.2,null,3.7,1.5,null,null,8.4,1.9,null,null,8,2,null,null,14.5,2.8,null,null,15.7,2.7,null,null,13,2.5,null,null,18.4,null,3,null,5.1,null,1.4,null,6.2,1.9,null,null,60951,6167,null,null,82143,null,7228,null,32.3,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),53743,3032,null,null,4.1,null,1.9,null,1.7,0.9,null,null,6.2,null,2.1,null,8.3,2.3,null,null,12.8,null,3.1,null,15.8,2.9,null,null,13.8,2.9,null,null,23.3,4,null,null,6,null,1.9,null,8.1,2.6,null,null,76439,null,7160,null,95272,null,9800,null,(X),(X),(X),(X),33.5,(X),(X),null,(X),(X),(X),(X),39949,3154,null,null,1,null,0.8,null,1,null,0.8,null,4.3,2.5,null,null,6.8,2.4,null,null,11.5,3.5,null,null,14.7,null,3.1,null,15.8,3.7,null,null,27.4,null,4.7,null,7.6,2.6,null,null,9.8,null,3.6,null,91902,8121,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19824,null,2443,null,16.4,5.5,null,null,9.8,null,4.9,null,14.2,null,4.3,null,9.8,4.3,null,null,18.6,5,null,null,14.3,4.8,null,null,10.9,null,5.1,null,3.6,2,null,null,2,null,1.7,null,0.3,null,0.5,null,34583,null,6778,null,41370,4017,null,null,(X),(X),(X),(X),(X),(X),(X),(X),25.8,(X),(X),null
0500000US37109,Lincoln, North Carolina,34418,null,1246,null,4.8,null,2.4,null,4.8,2.3,null,null,4.9,2,null,null,11.7,3.6,null,null,11.1,3.3,null,null,17.8,3.8,null,null,13.1,3.1,null,null,12.7,null,2.9,null,12.1,null,3.7,null,6.9,1.7,null,null,71514,4430,null,null,89203,null,6296,null,30.9,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24445,1719,null,null,1.3,null,1,null,1,1.4,null,null,2.8,null,2.1,null,8.9,3.6,null,null,10.5,null,4,null,22.6,5.4,null,null,14,3.9,null,null,16.6,4,null,null,12.8,null,4.3,null,9.5,2.3,null,null,80649,null,10510,null,103840,null,6606,null,(X),(X),(X),(X),30.9,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,96781,12108,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),9973,null,1607,null,13.5,7.2,null,null,14.1,null,6.6,null,10,null,5,null,18.9,7.8,null,null,14.7,6.1,null,null,9.2,4.2,null,null,10,null,6.3,null,2.9,2.4,null,null,6,null,4.2,null,0.6,null,0.7,null,31444,null,3097,null,48687,8704,null,null,(X),(X),(X),(X),(X),(X),(X),(X),30.4,(X),(X),null
0500000US37119,Mecklenburg, North Carolina,426313,null,4517,null,4.5,null,0.6,null,3.4,0.5,null,null,6.5,0.7,null,null,8.2,0.8,null,null,12.9,0.9,null,null,18.5,1.1,null,null,13.1,0.9,null,null,15.2,null,1,null,6.9,null,0.6,null,10.9,0.7,null,null,69072,2224,null,null,102553,null,2732,null,32.5,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),254759,5624,null,null,2.7,null,0.6,null,2,0.5,null,null,4.2,null,0.8,null,6.9,1,null,null,10.4,null,1.2,null,16.5,1.2,null,null,14.2,1.2,null,null,18.5,1.5,null,null,8.7,null,1,null,15.9,1.1,null,null,86834,null,2495,null,125391,null,4509,null,(X),(X),(X),(X),34.6,(X),(X),null,(X),(X),(X),(X),180960,5646,null,null,0.8,null,0.3,null,0.7,null,0.4,null,2.1,0.5,null,null,3.5,0.8,null,null,7.2,1.1,null,null,15.1,null,1.4,null,15.5,1.4,null,null,22.3,null,1.8,null,11.3,1.2,null,null,21.4,null,1.4,null,110595,2800,null,null,153173,null,5695,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),171554,null,4630,null,7.5,1.2,null,null,5.9,null,1.1,null,10.5,null,1.1,null,11,1.5,null,null,16.7,1.7,null,null,20.7,1.9,null,null,10.9,null,1.2,null,9.8,1.1,null,null,3.6,null,0.7,null,3.3,null,0.6,null,48198,null,2098,null,65617,2853,null,null,(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X),(X),null
0500000US37125,Moore, North Carolina,41530,null,1339,null,5.2,null,1.8,null,3.3,1.5,null,null,10.7,3,null,null,8.7,2.7,null,null,10.8,2.8,null,null,20.3,3.6,null,null,14.4,2.9,null,null,14.5,null,3.1,null,6.4,null,2.5,null,5.6,1.8,null,null,62469,6066,null,null,82882,null,8233,null,33.7,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27191,1911,null,null,2.8,null,1.7,null,2.9,2.6,null,null,5.6,null,2.5,null,5.5,2.9,null,null,9.2,null,3.3,null,22.1,4.9,null,null,17.9,3.7,null,null,17.7,3.9,null,null,9.2,null,3.6,null,7.1,2.5,null,null,78517,null,8481,null,99220,null,11726,null,(X),(X),(X),(X),34.9,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,93035,7318,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),14339,null,1950,null,10.8,4.7,null,null,6.4,null,3.6,null,20.5,null,6.3,null,12.5,5.1,null,null,14.4,5.5,null,null,16,6.5,null,null,7.8,null,3.8,null,8.4,4.4,null,null,0.6,null,0.8,null,2.7,null,2.2,null,34853,null,6311,null,50152,7088,null,null,(X),(X),(X),(X),(X),(X),(X),(X),29.3,(X),(X),null
0500000US37127,Nash, North Carolina,37574,null,1750,null,7.8,null,3.7,null,6,2.3,null,null,11.5,3.4,null,null,10.1,3,null,null,13.5,3.5,null,null,21.5,4.3,null,null,10.5,3.1,null,null,13.6,null,3.4,null,3.3,null,1.5,null,2.2,1.2,null,null,50656,3266,null,null,67195,null,11506,null,36.9,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27002,1890,null,null,5,null,3,null,3.8,1.9,null,null,8.8,null,3.8,null,8.4,3.6,null,null,13.4,null,3.7,null,23.7,5.5,null,null,13.8,4.1,null,null,16.7,4.1,null,null,3.7,null,2,null,2.7,1.6,null,null,58908,null,6113,null,78198,null,15675,null,(X),(X),(X),(X),37.6,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,75744,13611,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),10572,null,1896,null,19.7,10.4,null,null,11.2,null,6.2,null,16.5,null,6.9,null,16.3,6.1,null,null,11.7,6.9,null,null,15.9,7.9,null,null,3.1,null,2.3,null,2.9,2.1,null,null,2.3,null,2.4,null,0.4,null,0.7,null,26306,null,7919,null,34818,5497,null,null,(X),(X),(X),(X),(X),(X),(X),(X),33.9,(X),(X),null
0500000US37129,NewHanover, North Carolina,100189,null,2499,null,7.1,null,1.4,null,4.3,1.2,null,null,10.1,1.9,null,null,7.9,1.7,null,null,15.4,2.4,null,null,16.5,2.2,null,null,10.5,1.8,null,null,14.8,null,1.9,null,6.1,null,1,null,7.3,1.3,null,null,56382,3227,null,null,82471,null,3689,null,27.4,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),56160,2863,null,null,3.9,null,1.5,null,0.8,0.6,null,null,5.6,null,1.9,null,5,1.7,null,null,13.6,null,3.2,null,16.3,3,null,null,14.4,2.7,null,null,20.1,3.1,null,null,8.2,null,1.7,null,12.1,2.2,null,null,81497,null,6682,null,108799,null,6150,null,(X),(X),(X),(X),29.7,(X),(X),null,(X),(X),(X),(X),43967,2778,null,null,1.1,null,0.7,null,0.2,null,0.3,null,1.8,1.5,null,null,3.9,1.7,null,null,11.5,3.4,null,null,17.9,null,3.6,null,15.8,3.1,null,null,22.8,null,4,null,9.8,2.1,null,null,15.1,null,2.7,null,96366,7022,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),44029,null,3400,null,11.9,2.5,null,null,9,null,2.6,null,16.7,null,3.4,null,11.7,3.3,null,null,17.6,4.5,null,null,16.5,3.4,null,null,6,null,1.9,null,6.5,1.9,null,null,2.8,null,1.3,null,1.2,null,1,null,35492,null,3479,null,46478,3053,null,null,(X),(X),(X),(X),(X),(X),(X),(X),23.4,(X),(X),null
0500000US37133,Onslow, North Carolina,63604,null,2606,null,8.4,null,3.2,null,1.9,0.9,null,null,11.4,2.7,null,null,10.1,2.4,null,null,18.8,3.1,null,null,19.9,4.1,null,null,11.5,3,null,null,10.9,null,2.3,null,5.1,null,1.7,null,2,1,null,null,49544,4326,null,null,67207,null,6739,null,32,null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),46202,3277,null,null,7,null,3.6,null,1.2,0.9,null,null,7.6,null,2.8,null,9.5,2.8,null,null,19,null,3.9,null,23,5,null,null,11.7,3.2,null,null,13.2,2.7,null,null,5.2,null,2,null,2.7,1.3,null,null,54021,null,3710,null,74233,null,8489,null,(X),(X),(X),(X),31.6,(X),(X),null,(X),(X),(X),(X),N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,61072,4977,null,null,N,N,N,N,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17402,null,2612,null,13.3,6.6,null,null,4.4,null,2.6,null,20.9,null,7.1,null,12.4,5.4,null,null,18.6,5.6,null,null,15.2,6.2,null,null,6.9,null,4.6,null,6.6,4.5,null,null,1.6,null,1.6,null,0.1,null,0.2,null,33897,null,6786,null,45041,7048,null,null,(X),(X),(X),(X),(X),(X),(X),(X),31,(X),(X),null
