GEO_ID,County,State,Households_total
0500000US47149,Rutherford,Tennessee,113797
0500000US47155,Sevier,Tennessee,37933
0500000US47157,Shelby,Tennessee,353950
0500000US47163,Sullivan,Tennessee,68560
0500000US47165,Sumner,Tennessee,70098
0500000US47179,Washington,Tennessee,55817
0500000US47187,Williamson,Tennessee,84393
0500000US47189,Wilson,Tennessee,51618
0500000US48005,Angelina,Texas,32293
0500000US48021,Bastrop,Texas,26393
0500000US48027,Bell,Texas,126772
0500000US48029,Bexar,Texas,646352
0500000US48037,Bowie,Texas,34935
0500000US48039,Brazoria,Texas,129261
0500000US48041,Brazos,Texas,79971
0500000US48061,Cameron,Texas,129307
0500000US48085,Collin,Texas,363599
0500000US48091,Comal,Texas,57004
0500000US48099,Coryell,Texas,22093
0500000US48113,Dallas,Texas,940587
0500000US48121,Denton,Texas,305164
0500000US48135,Ector,Texas,53155
0500000US48139,Ellis,Texas,61465
0500000US48141,El Paso,Texas,269150
0500000US48157,Fort Bend,Texas,253030
0500000US48167,Galveston,Texas,127092
0500000US48181,Grayson,Texas,49024
0500000US48183,Gregg,Texas,45711
0500000US48187,Guadalupe,Texas,56051
0500000US48201,Harris,Texas,1647384
0500000US48203,Harrison,Texas,24197
0500000US48209,Hays,Texas,77749
0500000US48213,Henderson,Texas,30607
0500000US48215,Hidalgo,Texas,247544
0500000US48231,Hunt,Texas,35093
0500000US48245,Jefferson,Texas,89273
0500000US48251,Johnson,Texas,59113
0500000US48257,Kaufman,Texas,39835
0500000US48291,Liberty,Texas,27367
0500000US48303,Lubbock,Texas,117494
0500000US48309,McLennan,Texas,93021
0500000US48329,Midland,Texas,59325
0500000US48339,Montgomery,Texas,209528
0500000US48347,Nacogdoches,Texas,24722
0500000US48355,Nueces,Texas,131194
0500000US48361,Orange,Texas,31913
0500000US48367,Parker,Texas,43520
0500000US48375,Potter,Texas,44180
0500000US48381,Randall,Texas,50261
0500000US48397,Rockwall,Texas,36665
0500000US48409,San Patricio,Texas,21872
0500000US48423,Smith,Texas,78600
0500000US48439,Tarrant,Texas,727094
0500000US48441,Taylor,Texas,50282
0500000US48451,Tom Green,Texas,43604
0500000US48453,Travis,Texas,507751
0500000US48469,Victoria,Texas,30058
0500000US48471,Walker,Texas,22201
0500000US48479,Webb,Texas,76326
0500000US48485,Wichita,Texas,48315
0500000US48491,Williamson,Texas,193008
0500000US48497,Wise,Texas,22882
0500000US49005,Cache,Utah,40206
0500000US49011,Davis,Utah,109358
0500000US49035,Salt Lake,Utah,384692
0500000US49045,Tooele,Utah,21292
0500000US49049,Utah,Utah,178152
0500000US49053,Washington,Utah,63144
0500000US49057,Weber,Utah,87863
0500000US50007,Chittenden,Vermont,68516
0500000US51003,Albemarle,Virginia,43754
0500000US51013,Arlington,Virginia,111887
0500000US51015,Augusta,Virginia,29951
0500000US51019,Bedford,Virginia,31390
0500000US51041,Chesterfield,Virginia,128920
0500000US51059,Fairfax,Virginia,400186
0500000US51061,Fauquier,Virginia,24270
0500000US51069,Frederick,Virginia,32010
0500000US51085,Hanover,Virginia,39521
0500000US51087,Henrico,Virginia,130591
0500000US51095,James City,Virginia,30262
0500000US51107,Loudoun,Virginia,133750
0500000US51121,Montgomery,Virginia,36244
0500000US51153,Prince William,Virginia,143508
0500000US51161,Roanoke,Virginia,37506
0500000US51165,Rockingham,Virginia,30462
0500000US51177,Spotsylvania,Virginia,46427
0500000US51179,Stafford,Virginia,48092
0500000US51199,York,Virginia,26008
0500000US51510,Alexandria city,Virginia,71005
0500000US51550,Chesapeake city,Virginia,86878
0500000US51650,Hampton city,Virginia,55633
0500000US51680,Lynchburg city,Virginia,28950
0500000US51700,Newport News city,Virginia,70918
0500000US51710,Norfolk city,Virginia,88387
0500000US51740,Portsmouth city,Virginia,36089
0500000US51760,Richmond city,Virginia,89878
0500000US51770,Roanoke city,Virginia,40810
0500000US51800,Suffolk city,Virginia,34597
0500000US51810,Virginia Beach city,Virginia,175029
0500000US53005,Benton,Washington,73678
0500000US53007,Chelan,Washington,28974
0500000US53009,Clallam,Washington,33022
0500000US53011,Clark,Washington,180862
0500000US53015,Cowlitz,Washington,42790
0500000US53021,Franklin,Washington,28162
0500000US53025,Grant,Washington,30866
0500000US53027,Grays Harbor,Washington,29920
0500000US53029,Island,Washington,35586
0500000US53033,King,Washington,907761
0500000US53035,Kitsap,Washington,107525
0500000US53041,Lewis,Washington,31879
0500000US53045,Mason,Washington,24820
0500000US53053,Pierce,Washington,333657
0500000US53057,Skagit,Washington,49043
0500000US53061,Snohomish,Washington,299827
0500000US53063,Spokane,Washington,211723
0500000US53067,Thurston,Washington,112909
0500000US53073,Whatcom,Washington,88794
0500000US53077,Yakima,Washington,83992
0500000US54003,Berkeley,West Virginia,46395
0500000US54011,Cabell,West Virginia,38040
0500000US54033,Harrison,West Virginia,25905
0500000US54039,Kanawha,West Virginia,78384
0500000US54061,Monongalia,West Virginia,40401
0500000US54081,Raleigh,West Virginia,31331
0500000US54107,Wood,West Virginia,34182
0500000US55009,Brown,Wisconsin,107385
0500000US55025,Dane,Wisconsin,229760
0500000US55027,Dodge,Wisconsin,35104
0500000US55035,Eau Claire,Wisconsin,41385
0500000US55039,Fond du Lac,Wisconsin,42604
0500000US55055,Jefferson,Wisconsin,32783
0500000US55059,Kenosha,Wisconsin,64187
0500000US55063,La Crosse,Wisconsin,48175
0500000US55071,Manitowoc,Wisconsin,33831
0500000US55073,Marathon,Wisconsin,54765
0500000US55079,Milwaukee,Wisconsin,383665
0500000US55087,Outagamie,Wisconsin,74974
0500000US55089,Ozaukee,Wisconsin,35795
0500000US55097,Portage,Wisconsin,29063
0500000US55101,Racine,Wisconsin,78905
0500000US55105,Rock,Wisconsin,65316
0500000US55109,St. Croix,Wisconsin,34731
0500000US55117,Sheboygan,Wisconsin,48691
0500000US55127,Walworth,Wisconsin,42799
0500000US55131,Washington,Wisconsin,55256
0500000US55133,Waukesha,Wisconsin,160635
0500000US55139,Winnebago,Wisconsin,71238
0500000US55141,Wood,Wisconsin,32684
0500000US56021,Laramie,Wyoming,41739
0500000US56025,Natrona,Wyoming,33044
